baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	transcript_id	intModel	chr	start	end	strand	module	log2FC_per_10y	fold_change_per_10y	percent_change_per_10y
11.8392686148744	0.00872084281349516	0.0190475903890241	0.457844936571107	0.647063848963316	0.999833718687997	ERV316A3_10p12.2	ERV3-16A3_I-int	chr10	22422045	22425685	+	turquoise	0.0872084281349516	1.06231264917776	6.23126491777644
12.8425072936585	-0.00776054938212154	0.0176059573913694	-0.440791103239055	0.659364234934092	0.999833718687997	ERV316A3_10p12.31	ERV3-16A3_I-int	chr10	22218395	22220897	+	turquoise	-0.0776054938212154	0.947629165169311	-5.23708348306894
3.1308084781839	0.00482511625569428	0.0195187755996058	0.247203838738314	0.804750474602616	0.999833718687997	ERV316A3_10p12.33	ERV3-16A3_I-int	chr10	18006456	18008712	-	turquoise	0.0482511625569428	1.03401073421532	3.40107342153249
4.3795825472449	0.00252112348222897	0.0184464906760923	0.136672255254301	0.891289860804676	0.999833718687997	ERV316A3_10p13a	ERV3-16A3_I-int	chr10	16234878	16236343	+	turquoise	0.0252112348222897	1.01762867915199	1.76286791519902
7.10442955040457	-0.0128913677427436	0.0236988030642543	-0.543967039507917	0.586464154566209	0.999833718687997	ERV316A3_10p13b	ERV3-16A3_I-int	chr10	17250750	17255221	-	turquoise	-0.128913677427436	0.914519807467651	-8.54801925323487
8.59598036125949	-0.0219379473549112	0.0178560193599059	-1.22860235043041	0.219220933814679	0.999833718687997	ERV316A3_10p14a	ERV3-16A3_I-int	chr10	7813000	7816802	+	turquoise	-0.219379473549112	0.858934798734946	-14.1065201265054
14.8566205860481	-0.0098230654238373	0.0173317035425634	-0.566768604119828	0.570871403762038	0.999833718687997	ERV316A3_10p14b	ERV3-16A3_I-int	chr10	9755060	9759571	-	turquoise	-0.098230654238373	0.934177981057355	-6.58220189426453
7.15995698630186	-0.00480121072879754	0.0206380645048643	-0.232638614326741	0.81604203994593	0.999833718687997	ERV316A3_10p14c	ERV3-16A3_I-int	chr10	9807928	9809808	-	turquoise	-0.0480121072879754	0.967268212136848	-3.27317878631522
8.99445808937343	-0.000262578994733618	0.018653641608303	-0.0140765540717122	0.988768905743816	0.999833718687997	ERV316A3_10p14d	ERV3-16A3_I-int	chr10	10122943	10125618	-	turquoise	-0.00262578994733618	0.998181596404057	-0.18184035959431
4.05695312250865	-0.0432664830251707	0.0264910994346798	-1.63324603162865	0.102417262246837	0.999833718687997	ERV316A3_10p15.1c	ERV3-16A3_I-int	chr10	6077139	6079309	-	turquoise	-0.432664830251707	0.740892004504551	-25.9107995495449
5.42948835618559	0.0124320560520154	0.022774376603225	0.545879093360339	0.585149050308631	0.999833718687997	ERV316A3_10p15.2	ERV3-16A3_I-int	chr10	3018193	3020902	+	turquoise	0.124320560520154	1.08999427726337	8.99942772633684
9.74634223488443	-0.0020441103600483	0.0217169931653435	-0.0941249253285368	0.925009920726607	0.999833718687997	ERV316A3_10p15.3c	ERV3-16A3_I-int	chr10	2699376	2700731	+	turquoise	-0.020441103600483	0.985931210216298	-1.40687897837016
8.09548352881206	0.0158176665767316	0.0178137481949123	0.887947129579904	0.374569191525763	0.999833718687997	ERV316A3_10q11.21a	ERV3-16A3_I-int	chr10	42285279	42286834	-	turquoise	0.158176665767316	1.11587595897178	11.587595897178
4.7011894407991	-0.0217332973293565	0.02244253435814	-0.968397640949749	0.332845817184064	0.999833718687997	ERV316A3_10q11.22a	ERV3-16A3_I-int	chr10	47288922	47291726	-	turquoise	-0.217332973293565	0.860154084567829	-13.9845915432171
9.16305596661597	-0.0113263503099753	0.0205660837778656	-0.55072956194827	0.581819076428146	0.999833718687997	ERV316A3_10q11.22b	ERV3-16A3_I-int	chr10	47292217	47295677	-	turquoise	-0.113263503099753	0.924494407088701	-7.55055929112985
19.5686459754304	0.00682363422635099	0.018220293502869	0.374507371424973	0.708026873372913	0.999833718687997	ERV316A3_10q11.23a	ERV3-16A3_I-int	chr10	49560163	49561809	+	turquoise	0.0682363422635099	1.04843421591486	4.84342159148625
7.74489815787382	0.0212238623206706	0.0159493804573836	1.33070136344043	0.183287294238398	0.999833718687997	ERV316A3_10q11.23b	ERV3-16A3_I-int	chr10	50159947	50162451	+	turquoise	0.212238623206706	1.15848440483136	15.8484404831357
13.5457737863714	0.0083676831855741	0.0133064758209696	0.628842925666878	0.529451894394522	0.999833718687997	ERV316A3_10q11.23c	ERV3-16A3_I-int	chr10	50777832	50780339	-	turquoise	0.083676831855741	1.05971537729147	5.97153772914674
42.3552234557288	0.00195895308719836	0.0165751678334099	0.118186018198246	0.905920268172105	0.999833718687997	ERV316A3_10q21.1a	ERV3-16A3_I-int	chr10	53184226	53190464	-	turquoise	0.0195895308719836	1.01367103361826	1.36710336182551
4.219043314389	0.00597763023023796	0.0222269018268824	0.26893672707045	0.787978373668158	0.999833718687997	ERV316A3_10q21.1b	ERV3-16A3_I-int	chr10	55557450	55558494	+	turquoise	0.0597763023023796	1.04230413339691	4.23041333969085
15.8125123310129	0.0111006079112735	0.0190402864708249	0.583006349630441	0.559889025758924	0.999833718687997	ERV316A3_10q21.1c	ERV3-16A3_I-int	chr10	55712206	55714124	-	turquoise	0.111006079112735	1.07998111056114	7.99811105611408
20.6717039540437	0.0123689483046901	0.0193884337937877	0.63795500122621	0.523502972727554	0.999833718687997	ERV316A3_10q21.1d	ERV3-16A3_I-int	chr10	56560477	56563122	+	turquoise	0.123689483046901	1.08951758580102	8.95175858010178
4.28263723209235	0.00182014682283603	0.0212799932368016	0.0855332425429663	0.931837468569013	0.999833718687997	ERV316A3_10q21.1e	ERV3-16A3_I-int	chr10	56967253	56969230	-	turquoise	0.0182014682283603	1.01269621760136	1.26962176013619
13.8979271244571	0.00654709644316191	0.0194991718961588	0.335762794339571	0.737049748767606	0.999833718687997	ERV316A3_10q21.2a	ERV3-16A3_I-int	chr10	61241817	61245921	-	turquoise	0.0654709644316191	1.04642648752727	4.64264875272691
7.23964455908099	0.00693916929647866	0.02121273376101	0.327122820408617	0.743574992309541	0.999833718687997	ERV316A3_10q21.2b	ERV3-16A3_I-int	chr10	61803476	61805156	-	turquoise	0.0693916929647866	1.04927416775983	4.92741677598252
5.40148516743812	0.0357365520727673	0.0230524321591279	1.5502291396449	0.121086528130492	0.999833718687997	ERV316A3_10q21.3	ERV3-16A3_I-int	chr10	64387510	64388470	-	turquoise	0.357365520727673	1.28108439532529	28.1084395325289
13.5401794872111	0.0079492442950496	0.0171650694210209	0.463105863429523	0.643288487380251	0.999833718687997	ERV316A3_10q22.1a	ERV3-16A3_I-int	chr10	69105107	69112780	+	turquoise	0.079492442950496	1.05664623461429	5.66462346142884
23.467079893743	0.00360975832257882	0.0126155643305529	0.286135303026956	0.774774493487967	0.999833718687997	ERV316A3_10q22.3a	ERV3-16A3_I-int	chr10	78150486	78158609	-	turquoise	0.0360975832257882	1.02533658883612	2.53365888361183
23.4448179627546	-0.010550190292109	0.0180837944472442	-0.583405784825027	0.559620164489294	0.999833718687997	ERV316A3_10q22.3b	ERV3-16A3_I-int	chr10	78822312	78828476	-	turquoise	-0.10550190292109	0.929481526619417	-7.05184733805827
3.85804833566888	0.0138080983686872	0.0171470287628206	0.805276445247875	0.420660171217271	0.999833718687997	ERV316A3_10q22.3c	ERV3-16A3_I-int	chr10	79319465	79322018	+	turquoise	0.138080983686872	1.10044037932817	10.0440379328168
24.8153623303348	0.0155499909407512	0.00917049435395484	1.69565460056634	0.0899513109916382	0.999833718687997	ERV316A3_10q22.3d	ERV3-16A3_I-int	chr10	79754822	79756129	-	turquoise	0.155499909407512	1.11380749769213	11.3807497692134
18.1403012063261	0.00323492217690962	0.0213644297899037	0.151416265667824	0.879647359246025	0.999833718687997	ERV316A3_10q23.1a	ERV3-16A3_I-int	chr10	83176955	83180068	+	turquoise	0.0323492217690962	1.02267605174797	2.26760517479692
4.15643365208421	0.0131561409943609	0.0240365864422207	0.547338159933224	0.584146431899157	0.999833718687997	ERV316A3_10q23.1b	ERV3-16A3_I-int	chr10	84723871	84724930	+	turquoise	0.131561409943609	1.09547868212745	9.54786821274542
45.8161309770641	0.00786696651701586	0.0123069519466592	0.639229481931259	0.52267365556519	0.999833718687997	ERV316A3_10q23.2a	ERV3-16A3_I-int	chr10	87276938	87278337	-	turquoise	0.0786696651701586	1.05604379462648	5.60437946264813
11.8308909911446	-0.00846765088600796	0.0218410510362502	-0.38769429511217	NA	NA	ERV316A3_10q23.2b	ERV3-16A3_I-int	chr10	87459637	87460944	+	turquoise	-0.0846765088600796	0.94299595734188	-5.70040426581198
27.717838494624	-0.00404444517740615	0.00824946901853471	-0.490267333366449	0.623944739522418	0.999833718687997	ERV316A3_10q23.31a	ERV3-16A3_I-int	chr10	88452348	88453612	+	turquoise	-0.0404444517740615	0.972355347273412	-2.76446527265877
8.79142483280515	0.00416403731934724	0.019107188770707	0.217930401448228	0.827483339458905	0.999833718687997	ERV316A3_10q23.31b	ERV3-16A3_I-int	chr10	88592391	88593627	-	turquoise	0.0416403731934724	1.02928347752713	2.92834775271307
16.1406495173777	-0.00499614416191876	0.0108777502239356	-0.459299400985064	0.646019177869368	0.999833718687997	ERV316A3_10q23.31c	ERV3-16A3_I-int	chr10	91099693	91102310	+	turquoise	-0.0499614416191876	0.965962145495552	-3.40378545044476
14.91281069975	0.0104321008032031	0.0108996852542433	0.957101105203178	0.338516225840117	0.999833718687997	ERV316A3_10q23.33	ERV3-16A3_I-int	chr10	95232500	95234121	-	turquoise	0.104321008032031	1.07498833740003	7.49883374000322
9.73119501929742	0.00272292057502926	0.0194925192510642	0.1396905417898	0.888904499690136	0.999833718687997	ERV316A3_10q24.2	ERV3-16A3_I-int	chr10	98770367	98772672	+	turquoise	0.0272292057502926	1.01905308410288	1.90530841028842
56.7963054241451	0.0145498412024236	0.0155784465237903	0.933972535721331	0.350318060197803	0.999833718687997	ERV316A3_10q25.1a	ERV3-16A3_I-int	chr10	105445484	105452638	-	turquoise	0.145498412024236	1.10611271927684	10.6112719276836
5.41633761304008	0.0102242097879605	0.0262400127013221	0.389641952705509	0.696801325402564	0.999833718687997	ERV316A3_10q25.1b	ERV3-16A3_I-int	chr10	105453090	105453940	-	turquoise	0.102242097879605	1.07344040473777	7.34404047377744
21.1778337369552	-0.00313419073367826	0.0182702741587776	-0.171545906013266	0.863794537594795	0.999833718687997	ERV316A3_10q25.1d	ERV3-16A3_I-int	chr10	105956153	105960928	-	turquoise	-0.0313419073367826	0.978509723835453	-2.14902761645469
7.35227486165067	-0.0082270468511932	0.020819385218345	-0.395162814123058	0.692722734100577	0.999833718687997	ERV316A3_10q25.1e	ERV3-16A3_I-int	chr10	106209125	106211349	-	turquoise	-0.082270468511932	0.944569941632171	-5.54300583678294
13.590143824711	0.00436632494894902	0.0156307758448528	0.279341536996505	0.779982732527368	0.999833718687997	ERV316A3_10q25.1f	ERV3-16A3_I-int	chr10	107232848	107238059	+	turquoise	0.0436632494894902	1.03072770065851	3.072770065851
22.9568143379449	9.64435764053118e-05	0.0187169164121759	0.00515274921795197	0.995888719146298	0.999833718687997	ERV316A3_10q25.1g	ERV3-16A3_I-int	chr10	107358158	107363824	+	turquoise	0.000964435764053118	1.00066871942389	0.0668719423887909
35.1681012454298	0.00746020430386868	0.0162669458359471	0.458611246333833	0.646513359060526	0.999833718687997	ERV316A3_10q25.1h	ERV3-16A3_I-int	chr10	107641290	107646018	-	turquoise	0.0746020430386868	1.05307051402547	5.30705140254708
9.61672829016491	0.0035175455335624	0.0198764825517542	0.176970222191147	0.859531779616755	0.999833718687997	ERV316A3_10q25.1j	ERV3-16A3_I-int	chr10	108231264	108234185	-	turquoise	0.035175455335624	1.02468143349289	2.46814334928913
9.64467798622535	0.018332672971991	0.0184041232035752	0.996117705212366	0.319192958253122	0.999833718687997	ERV316A3_10q25.1k	ERV3-16A3_I-int	chr10	108639130	108641909	+	turquoise	0.18332672971991	1.13549923156557	13.5499231565572
5.41665331482598	0.0129908054161408	0.0136260945242649	0.953377021787658	0.340399079483035	0.999833718687997	ERV316A3_10q25.2b	ERV3-16A3_I-int	chr10	111634423	111635608	+	turquoise	0.129908054161408	1.09422396195824	9.4223961958237
28.7454599236121	0.0106145331913682	0.012165331549145	0.872523132517023	0.382923054133412	0.999833718687997	ERV316A3_10q25.3b	ERV3-16A3_I-int	chr10	115249999	115253510	-	turquoise	0.106145331913682	1.07634854680712	7.63485468071219
15.0604142583332	0.0168440226910383	0.0122998017153278	1.36945481568597	0.17085714961042	0.999833718687997	ERV316A3_10q25.3c	ERV3-16A3_I-int	chr10	115524486	115527116	-	turquoise	0.168440226910383	1.12384278239674	12.3842782396743
11.0209532626096	0.00302819411671761	0.0191351282357094	0.158253139431096	0.874257332059048	0.999833718687997	ERV316A3_10q26.12	ERV3-16A3_I-int	chr10	121060523	121062902	+	turquoise	0.0302819411671761	1.02121167826154	2.12116782615357
6.1674810931183	-0.00451885020705693	0.0182383045102692	-0.247767011703998	0.804314680051384	0.999833718687997	ERV316A3_11p11.2	ERV3-16A3_I-int	chr11	44492028	44495380	+	turquoise	-0.0451885020705693	0.969163178112448	-3.08368218875523
11.6821782158638	0.00952213533371021	0.0203343421977711	0.468278503484315	0.639585438964801	0.999833718687997	ERV316A3_11p12a	ERV3-16A3_I-int	chr11	37373389	37375713	+	turquoise	0.0952213533371021	1.06822929436723	6.8229294367234
13.2441896994171	0.0123803809402072	0.0189329093320295	0.653908003418306	0.513171077325788	0.999833718687997	ERV316A3_11p12b	ERV3-16A3_I-int	chr11	40562670	40565752	+	turquoise	0.123803809402072	1.08960392803308	8.96039280330763
14.1971803334847	0.00989306329553381	0.019108501297632	0.517730990067746	0.604645973022406	0.999833718687997	ERV316A3_11p12c	ERV3-16A3_I-int	chr11	41879183	41883026	-	turquoise	0.0989306329553381	1.07097932758443	7.09793275844293
5.91917693864096	0.0108594937483514	0.0247837494628403	0.438169929236642	0.661263105298347	0.999833718687997	ERV316A3_11p12d	ERV3-16A3_I-int	chr11	41981100	41982476	-	turquoise	0.108594937483514	1.07817767146864	7.81776714686351
10.5614602237299	-0.00840900441213757	0.0177044955321977	-0.474964361274502	0.6348123755249	0.999833718687997	ERV316A3_11p12e	ERV3-16A3_I-int	chr11	42653699	42658499	-	turquoise	-0.0840900441213757	0.943379369139368	-5.6620630860632
17.2699632676698	0.00234141324827728	0.0176469185046065	0.132681139070602	0.89444555981045	0.999833718687997	ERV316A3_11p12f	ERV3-16A3_I-int	chr11	42788248	42789944	-	turquoise	0.0234141324827728	1.01636185263392	1.63618526339173
36.3388830029336	0.00169527309822324	0.0149001049548099	0.113775916570036	0.909415430392578	0.999833718687997	ERV316A3_11p12g	ERV3-16A3_I-int	chr11	42324293	42330948	+	turquoise	0.0169527309822324	1.01182004882079	1.18200488207856
27.7761407172129	0.0140435371468967	0.0134488061765943	1.04422184114285	0.296382764136693	0.999833718687997	ERV316A3_11p13b	ERV3-16A3_I-int	chr11	34846637	34850312	+	turquoise	0.140435371468967	1.10223769513243	10.2237695132435
19.1100455592052	-0.00704044378085992	0.0110604262940378	-0.636543618997318	0.524422160168861	0.999833718687997	ERV316A3_11p13c	ERV3-16A3_I-int	chr11	34865534	34870913	-	turquoise	-0.0704044378085992	0.952370977769847	-4.76290222301531
8.91490745789372	0.00474192243204411	0.0228980046618826	0.207088892768801	0.835940436365204	0.999833718687997	ERV316A3_11p13d	ERV3-16A3_I-int	chr11	35533578	35535594	+	turquoise	0.0474192243204411	1.03341463797813	3.34146379781326
4.15276223398846	0.00112385827800064	0.0217822073005608	0.0515952429656525	0.958851209856718	0.999833718687997	ERV316A3_11p14.1a	ERV3-16A3_I-int	chr11	28611488	28612681	-	turquoise	0.0112385827800064	1.0078204128965	0.782041289650226
10.4910518838526	0.00916543809487841	0.0191260835893489	0.479211441906619	0.631788215211069	0.999833718687997	ERV316A3_11p14.1b	ERV3-16A3_I-int	chr11	29677514	29678643	-	turquoise	0.0916543809487841	1.06559142721496	6.55914272149565
13.1359714995931	0.00280304928477271	0.0199115620684768	0.140774956536956	0.888047727805464	0.999833718687997	ERV316A3_11p14.1c	ERV3-16A3_I-int	chr11	29822381	29823949	-	turquoise	0.0280304928477271	1.01961923347461	1.96192334746086
12.7862934653417	0.00589771983139539	0.0172109338961051	0.342672853605584	0.731844587237167	0.999833718687997	ERV316A3_11p14.2	ERV3-16A3_I-int	chr11	26738715	26741356	+	turquoise	0.0589771983139539	1.0417269644622	4.17269644621978
5.38451629219844	0.00677230647350924	0.0124732991728532	0.542944282796362	0.587168165233099	0.999833718687997	ERV316A3_11p14.3a	ERV3-16A3_I-int	chr11	23253188	23253713	-	turquoise	0.0677230647350924	1.04806127361543	4.80612736154313
18.5144863440169	-0.0185651342429473	0.0202643944270663	-0.916145523606205	0.359590573586809	0.999833718687997	ERV316A3_11p14.3b	ERV3-16A3_I-int	chr11	24085149	24086950	+	turquoise	-0.185651342429473	0.87925202496422	-12.074797503578
7.93670513736312	0.00736570532680218	0.0197776720267965	0.37242529438361	0.709576224032815	0.999833718687997	ERV316A3_11p14.3c	ERV3-16A3_I-int	chr11	24238039	24240680	-	turquoise	0.0736570532680218	1.05238096080084	5.23809608008408
8.8631772486595	0.010491173637534	0.0188754726454408	0.55580985094262	0.578340850525379	0.999833718687997	ERV316A3_11p14.3d	ERV3-16A3_I-int	chr11	24345209	24346052	+	turquoise	0.10491173637534	1.07542859406468	7.54285940646759
16.7868277540782	0.0219285073910016	0.0192152510815084	1.14120327119245	0.253785343388393	0.999833718687997	ERV316A3_11p14.3e	ERV3-16A3_I-int	chr11	25177486	25182878	+	turquoise	0.219285073910016	1.16415654688775	16.4156546887747
6.34981647370905	-0.00186944923700713	0.0211056993550349	-0.0885755646169173	0.92941922834862	0.999833718687997	ERV316A3_11p14.3f	ERV3-16A3_I-int	chr11	25398239	25399314	+	turquoise	-0.0186944923700713	0.987125559192728	-1.28744408072722
8.01199937617098	0.0079038573510542	0.0206661468191348	0.382454330757778	0.702124397530476	0.999833718687997	ERV316A3_11p14.3g	ERV3-16A3_I-int	chr11	25639149	25640433	+	turquoise	0.079038573510542	1.05631386776502	5.63138677650161
8.03210645163882	-0.00905534501233824	0.0184382059321682	-0.491118552729681	0.623342600285732	0.999833718687997	ERV316A3_11p15.2a	ERV3-16A3_I-int	chr11	14622139	14625891	+	turquoise	-0.0905534501233825	0.939162396373182	-6.08376036268179
9.74103503225663	-0.00206367838037162	0.0202555639571833	-0.101882050025063	0.918850297820276	0.999833718687997	ERV316A3_11p15.2b	ERV3-16A3_I-int	chr11	15029452	15031131	+	turquoise	-0.0206367838037162	0.985797492326617	-1.42025076733829
32.6942047557831	0.00102687382080171	0.00577391213413276	0.177847150588126	0.858843016751829	0.999833718687997	ERV316A3_11p15.3	ERV3-16A3_I-int	chr11	12947378	12949058	-	turquoise	0.0102687382080171	1.00714313830488	0.714313830488433
24.7032579536541	0.00727256612238487	0.0069621964806999	1.04457927071512	0.296217464347538	0.999833718687997	ERV316A3_11p15.4a	ERV3-16A3_I-int	chr11	3920557	3921555	+	turquoise	0.0727256612238487	1.05170177157734	5.17017715773354
3.57790638912142	0.0281730843942122	0.0241270918130965	1.16769499666426	0.242929815713686	0.999833718687997	ERV316A3_11p15.4b	ERV3-16A3_I-int	chr11	4550034	4550543	+	turquoise	0.281730843942122	1.2156524641121	21.5652464112101
10.6319603809393	0.00030232368453533	0.0157862236021636	0.0191511087232981	0.984720560027011	0.999833718687997	ERV316A3_11p15.4c	ERV3-16A3_I-int	chr11	4554797	4558978	+	turquoise	0.0030232368453533	1.00209774529094	0.209774529094009
6.01943244081855	-0.00441281720979851	0.0210058292377146	-0.210075839418688	0.833608482072234	0.999833718687997	ERV316A3_11p15.4d	ERV3-16A3_I-int	chr11	4570758	4571487	+	turquoise	-0.0441281720979851	0.969875740689011	-3.01242593109889
22.1325185869237	0.010965410139851	0.0150271458687138	0.729706774370293	0.465569439363228	0.999833718687997	ERV316A3_11p15.4e	ERV3-16A3_I-int	chr11	4898889	4902088	-	turquoise	0.10965410139851	1.07896951322659	7.89695132265906
7.47196690527308	0.00870612600642266	0.0192250938070065	0.452852198996801	0.650655173321207	0.999833718687997	ERV316A3_11p15.4f	ERV3-16A3_I-int	chr11	4977183	4978583	-	turquoise	0.0870612600642266	1.06220428911209	6.22042891120893
14.5949756129304	-0.00426776641655453	0.0141436307146885	-0.301744757244146	0.762846646232289	0.999833718687997	ERV316A3_11p15.4g	ERV3-16A3_I-int	chr11	5739689	5741904	+	turquoise	-0.0426776641655453	0.97085135914478	-2.914864085522
4.14394322545294	-0.012603967687941	0.0198011999728283	-0.636525448217102	0.524433999597393	0.999833718687997	ERV316A3_11p15.4h	ERV3-16A3_I-int	chr11	6380213	6381299	+	turquoise	-0.12603967687941	0.916343443127403	-8.36565568725971
6.3728455841409	-0.000320989141464276	0.020556641014211	-0.0156148634031393	0.987541647847771	0.999833718687997	ERV316A3_11p15.4i	ERV3-16A3_I-int	chr11	8008168	8011854	-	turquoise	-0.00320989141464276	0.997777546131868	-0.222245386813213
8.62507195594989	0.00211088483310612	0.0214902158180695	0.0982253901485359	0.921753321526282	0.999833718687997	ERV316A3_11q11	ERV3-16A3_I-int	chr11	55653653	55655396	-	turquoise	0.0211088483310612	1.01473910364121	1.47391036412132
7.86626139432099	0.0170566495338429	0.018755359620215	0.90942801840274	0.363124237700526	0.999833718687997	ERV316A3_11q12.1a	ERV3-16A3_I-int	chr11	56814563	56816937	+	turquoise	0.170566495338429	1.12550034212636	12.550034212636
3.10961355954908	0.000939366537015979	0.0205131818851244	0.0457933119433403	0.963474989516376	0.999833718687997	ERV316A3_11q12.3	ERV3-16A3_I-int	chr11	62863562	62866118	-	turquoise	0.00939366537015979	1.00653243656409	0.653243656409441
9.7142588291915	-0.0135338575436906	0.017812514145529	-0.759794907845038	0.447377187200624	0.999833718687997	ERV316A3_11q13.1b	ERV3-16A3_I-int	chr11	64451182	64458279	+	turquoise	-0.135338575436906	0.91045614029507	-8.95438597049295
14.2955717391649	0.00722701420830771	0.0190017713881659	0.380333709982882	0.703697715352529	0.999833718687997	ERV316A3_11q13.4a	ERV3-16A3_I-int	chr11	72458383	72458774	+	turquoise	0.0722701420830771	1.05136975777645	5.13697577764549
6.80314217744977	-0.015731560339487	0.0197517734615186	-0.796463181907992	0.425762867291842	0.999833718687997	ERV316A3_11q13.4b	ERV3-16A3_I-int	chr11	72541686	72545232	-	turquoise	-0.15731560339487	0.896691978223046	-10.3308021776954
18.879913403868	0.005453288697702	0.0178921927380784	0.304785935269757	0.76052919422111	0.999833718687997	ERV316A3_11q14.1a	ERV3-16A3_I-int	chr11	82214944	82217221	-	turquoise	0.05453288697702	1.03852279794421	3.85227979442135
6.31440419887229	-0.00749873278772696	0.0231579988846636	-0.323807459576872	0.746083808300528	0.999833718687997	ERV316A3_11q14.1b	ERV3-16A3_I-int	chr11	82266965	82267901	+	turquoise	-0.0749873278772696	0.9493504596724	-5.06495403276003
9.87117123468896	0.00122146729396457	0.0223286881364327	0.0547039434874616	0.95637432762062	0.999833718687997	ERV316A3_11q14.3a	ERV3-16A3_I-int	chr11	88699400	88701594	+	turquoise	0.0122146729396457	1.008502508846	0.850250884599668
7.60081980094869	-0.00244351393524629	0.0137368821876331	-0.177879805757242	0.85881737058546	0.999833718687997	ERV316A3_11q14.3c	ERV3-16A3_I-int	chr11	90705166	90707164	-	turquoise	-0.0244351393524629	0.9832054791741	-1.67945208259002
19.0612611353031	-0.000544532572049885	0.0165004304573567	-0.0330011131198765	0.973673699984859	0.999833718687997	ERV316A3_11q14.3d	ERV3-16A3_I-int	chr11	90833165	90835136	+	turquoise	-0.00544532572049885	0.996232701969841	-0.376729803015874
7.55080030329812	0.00122026510025904	0.0211189630958722	0.057780540394881	0.953923438793697	0.999833718687997	ERV316A3_11q14.3e	ERV3-16A3_I-int	chr11	92133536	92134748	-	turquoise	0.0122026510025904	1.00849410505807	0.849410505807024
6.44659335381666	-0.00103748552727895	0.0173113191874409	-0.0599310495084414	0.952210550400922	0.999833718687997	ERV316A3_11q21a	ERV3-16A3_I-int	chr11	93433662	93436650	-	turquoise	-0.0103748552727895	0.992834493857345	-0.716550614265521
14.7556214090528	-0.00301824601426856	0.0181195526899383	-0.166573980380022	0.867705268274023	0.999833718687997	ERV316A3_11q21c	ERV3-16A3_I-int	chr11	95542977	95547367	-	turquoise	-0.0301824601426856	0.97929643643673	-2.07035635632695
